TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
f_f000994,소호259하우스,1,7,Y,,,2,,속초 소호 259 클래식,강원 속초시 수복로259번길 11-3,강원 속초시 동명동 421-3,4469145,4221010200,2023-05-24 23:19,3,70000,숙박비
f_f000994,지피지가 게스트하우스,1,7,Y,,,2,,지피지가 게스트하우스,강원 강릉시 옥계면 금진항길 9-4,강원 강릉시 옥계면 금진리 138,4460234,4215035029,2023-05-24 00:00,1,60000,남자 도미토리 6인실
f_f000995,더케이호텔 경주,1,1,Y,,,4,,더케이호텔앤리조트(주)경주,경북 경주시 엑스포로 45,경북 경주시 신평동 150-2,3305042,4713013600,2023-06-04 09:31,1,175000,숙박비
f_f000998,썬라이즈호텔,1,1,Y,,,2,,에어비앤비,,,,,2023-05-10 00:00,1,227270,숙박비
f_f001000,어반스테이 속초등대점,1,1,Y,,,1,,아고다,,,,,2023-05-24 00:00,1,126473,어반스테이 속초등대
f_f001004,강릉경찰수련원,0,11,Y,,,4,,,강원 강릉시 경강로 2580,강원 강릉시 견소동 223-1,,,,4,0,
f_f001004,별마루 에어비앤비,1,11,Y,,,4,,에어비앤비,,,,,2023-05-23 14:06,1,172139,숙박비
f_f001011,소노벨 청송,0,4,Y,,,3,,,,경북 청송군 주왕산면 하의리 859,,,,4,0,
f_f001011,영덕군해맞이캠핑장 캡슐하우스,0,5,Y,,,3,,,,경북 영덕군 영덕읍 창포리 산 26,,,,1,70000,
f_f001013,강나루오토캠핑장,0,5,Y,,,4,,,,경남 함안군 칠서면 이룡리 998,,,,1,30000,
f_f001014,라발스호텔,1,1,Y,,,2,,이스트웨스트(주),부산 영도구 봉래나루로 82,부산 영도구 봉래동1가 29,3128013,2620011500,2023-05-28 00:00,1,195800,라발스 호텔
f_f001020,비발디캠핑파크 노일점,0,5,Y,,,1,,,강원 홍천군 북방면 노일로 342-16,강원 홍천군 북방면 노일리 923-15,,,,1,135000,
f_f001024,하이오션 경포,1,1,Y,,,2,,아고다,,,,,2023-05-11 00:00,1,114171,Hi Ocean Gyeongpo
f_f001028,호텔피에드 수성,1,1,Y,,,3,,HOTEL PIED SUSEOUNG,대구 수성구 알파시티1로4길 18,대구 수성구 대흥동 870-1,4854947,2726012700,2023-05-27 00:00,1,136340,숙박비
f_f001031,베니스,1,2,Y,,,4,,호텔 베니스,울산 북구 산하중앙1로 24,울산 북구 산하동 1022-12,3172057,3120011800,2023-05-28 20:53,1,220000,
f_f001031,시티호텔G&G,1,2,Y,,,4,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-16 10:00,3,110000,서면 City Hotel 
f_f001031,시티호텔G&G,4,2,Y,,,4,,CITY HOTEL G&G,부산 부산진구 부전로20번길 36,부산 부산진구 부전동 521-17,4187391,2623010300,2023-05-27 23:30,1,20000,
f_f001033,베스트웨스턴플러스 경주,1,1,Y,,,2,,BEST WESTERN PLUS GYEONGJU,경북 경주시 감포읍 동해안로 1819-21,경북 경주시 감포읍 나정리 681,3000101,4713025024,2023-05-20 00:00,1,230000,호텔타임
f_f001037,르네블루바이워커힐,1,1,Y,,,4,,르네블루 바이 워커힐,강원특별자치도 고성군 죽왕면 심층수길 96,,4502202,5182032021,2023-06-03 09:12,1,600000,
f_f001043,호텔1,0,1,Y,,,1,,,부산 수영구 광안해변로 203,부산 수영구 광안동 196-3,,,,1,62670,
f_f001045,소백게스트하우스,1,7,Y,,,1,,소백게스트하우스,경북 영주시 영주로215번길 7-11,경북 영주시 영주동 335-39,4727417,4721010100,2023-05-17 07:58,1,80000,숙박비
f_f001045,소백산자연누리펜션,1,3,Y,,,1,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-17 00:00,1,130000,영주 소백산자연누리펜션
f_f001050,H애비뉴호텔 강릉경포점,1,2,Y,,,2,,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-23 00:10,1,80000,강릉 H Avenue 강릉경포점
f_f001050,이지무인텔,1,2,Y,,,2,,주식회사 온다,서울 강남구 테헤란로83길 49,서울 강남구 삼성동 152-69,4166762,1168010500,2023-05-22 21:52,3,81000,동해이지 무인텔-특실(라지킹 베드)
f_f001051,수륙해수욕장,0,5,N,,,3,,,,경남 통영시 산양읍 영운리 45-2,,,,4,0,
f_f001051,스탠포드호텔앤리조트 통영,1,1,Y,,,3,,아고다,,,,,2023-04-29 00:00,1,206368,STANFORD HOTEL AND RESORT TONGYEONG
f_f001058,놀게스트하우스,0,7,Y,,,1,,,부산 중구 광복로 21-3,,,,,1,18000,
f_f001061,아르떼리조트,0,4,N,,,4,,,경남 사천시 해안관광로 109-10,경남 사천시 실안동 1265,,,,1,162000,
f_f001062,더세븐호텔,1,2,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-17 15:13,3,123500,포항 죽도시장 더세븐
f_f001070,골드리버펜션,0,3,Y,,,4,,,경남 남해군 상주면 남해대로675번길 14-2,경남 남해군 상주면 상주리 608-1,,,,5,160000,
f_f001072,리첼호텔,0,1,Y,,,4,,,경북 안동시 관광단지로 346-69,경북 안동시 성곡동 1546,,,,1,390000,
f_f001075,루메드풀빌라,1,3,Y,,,10,,루메드풀빌라,부산 해운대구 송정중앙로 47,부산 해운대구 송정동 281-1,3133025,2635010800,2023-06-04 09:19,3,740000,숙박비
f_f001075,호탤 숙박,0,1,Y,,,10,,,호텔포레 더 스파,,,,,1,150000,
f_f001075,호텔포레 더 스파,0,1,Y,,,10,,,부산 동구 중앙대로296번길 6,,,,,1,540000,
f_f001078,마리얀느호텔,1,1,Y,,,1,,(주)온다,서울 강남구 테헤란로83길 49,서울 강남구 삼성동 152-69,4166762,1168010500,2023-05-02 00:23,1,160000,마리안느 호텔
f_f001082,비진도해맞이펜션,0,3,Y,,,4,,,경남 통영시 한산면 비진도길 373,경남 통영시 한산면 비진리 411-1,,,,5,140000,
f_f001082,에어비앤비,0,3,Y,,,4,,,177-29,,,,,5,165864,
f_f001083,한화리조트 해운대,1,4,Y,,,3,,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-03-29 00:00,1,60000,(네고왕)한화리조트 전지점 초특가 행사
f_f001083,한화리조트 해운대,2,4,Y,,,3,,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-03-29 00:00,1,59500,(네고왕)한화리조트 전지점 초특가 행사
f_f001083,한화리조트 해운대,3,4,Y,,,3,,한화호텔앤리조트(주),부산 해운대구 마린시티3로 52,부산 해운대구 우동 1410-3,3133005,2635010500,2023-05-29 16:00,1,40000,숙박비
f_f001093,라라애견펜션,1,3,Y,,,3,,라라애견펜션,경남 통영시 산양읍 척포길 115-27,경남 통영시 산양읍 미남리 484-1,4799440,4822025023,2023-05-19 00:00,3,220000,숙박비
f_f001097,아바니 센트럴 부산,0,1,Y,,,2,,,부산 남구 전포대로 133,부산 남구 문현동 1227-2,,,,4,750000,
f_f001098,라카이샌드파인,1,1,N,,,2,,(주)승산,강원 강릉시 해안로 536,,3220050,4215013800,2023-05-29 10:00,1,110000,
f_f001099,호텔주노,2,1,Y,,,1,,,,,,,2023-05-18 00:00,3,50000,강릉 경포대 호텔주노
f_f001100,바다의왕자,1,3,Y,,,2,,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-17 00:00,1,120000,302호
f_f001101,오션더포인트호텔,1,1,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-14 00:15,1,58000,오션 더 포인트 호텔 광안리
f_f001101,플러스무인텔,1,2,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-15 00:07,1,55000,해남 플러스 무인텔
f_f001101,하동더모던리컴,1,3,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-14 23:44,1,70000,하동 더모던리컴펜션
f_f001101,호텔223,0,1,Y,,,2,,,경북 포항시 남구 구룡포읍 호미로 290-8,경북 포항시 남구 구룡포읍 구룡포리 223-84,,,,1,50000,
f_f001104,발렌타인호텔,1,1,Y,,,2,,영일대 발렌타인,경북 포항시 북구 해안로 131,경북 포항시 북구 두호동 1008-6,3304045,4711312000,2023-05-19 00:35,1,90000,숙박비
f_f001108,웰리힐리파크 본관,0,4,Y,,,4,,,강원 횡성군 둔내면 고원로 451,강원 횡성군 둔내면 두원리 204,,,,1,108000,
f_f001110,동해를그리다펜션,1,3,Y,,,2,,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-05-25 00:00,1,61100,동해 동해를그리다 펜션(오션뷰/애견/바베큐장/커플/
f_f001110,힐링캠프펜션,1,3,Y,,,2,,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-05-24 00:00,1,79000,삼척 힐링캠프펜션
f_f001129,노마드인 강릉,1,7,Y,,,1,,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-21 17:56,1,35001,여성전용실(조식 포함)
f_f001133,브라운도트호텔,1,1,Y,,,2,,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-18 00:00,3,110000,브라운도트호텔 원주기업도시점
f_f001137,호텔런더너 광안점,1,1,Y,,,2,,트립닷컴,,,,,2023-05-19 00:00,1,352288,호텔 런더너 광안리
f_f001140,대가야체험캠프,1,5,Y,,,4,,(주)케이지이지니스,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-05-19 11:33,1,80000,(주)대가야체험캠프
f_f001141,강릉씨티호텔,1,1,Y,,,4,,트립닷컴,,,,,2023-05-17 00:00,1,148130,강릉씨티호텔
f_f001141,투와이호텔,1,1,Y,,,4,,아고다,,,,,2023-05-30 00:00,1,109859,Two-y-Hotel - 숙박비
f_f001148,구룡자동차야영장,1,9,Y,,,3,,치악산국립공원사무소,강원특별자치도 원주시 소초면 무쇠점2길 26,강원특별자치도 원주시 소초면 학곡리 900-1,4457203,5113031028,2023-05-15 14:16,1,100000,숙박비
f_f001154,바람흔적글램핑카라반,1,5,Y,,,2,,주식회사 바람흔적,경남 진주시 하대로 55,경남 진주시 하대동 301-22,3332068,4817012000,2023-05-26 11:49,1,169000,캐빈형 글램핑
f_f001162,힐튼경주 수영장,0,1,N,,,3,,,경북 경주시 보문로 484-7,경북 경주시 신평동 370,,,,1,30000,
f_f001162,힐튼경주 수영장,1,1,N,,,3,,경주 힐튼호텔,경북 경주시 보문로 484-7,경북 경주시 신평동 370,3305021,4713013600,2023-06-23 00:00,1,379190,숙박비
f_f001165,호텔아쿠아펠리스,1,11,N,,,9,,호텔아쿠아펠리스지점,부산 수영구 광안해변로 225,,3138005,2650010400,2023-05-27 22:11,3,187000,주말 자유이용권(찜질방+해수온천사우나)
f_f001170,길캠프,0,5,Y,,,4,,,강원특별자치도 영월군 무릉도원면 황정길 29,강원특별자치도 영월군 무릉도원면 두산리 810,,,,5,220000,
f_f001178,한라아파트,0,10,Y,,,4,,,강원 강릉시 강변로 114,강원 강릉시 내곡동 476,,,,4,0,
f_f001179,브라운도트 송도해수욕장점,0,1,Y,,,1,,,부산 서구 충무대로34번길 47,부산 서구 암남동 236-3,,,,1,39000,
f_f001179,송도해수욕장,0,1,N,,,1,,,,부산 서구 암남동 135-5,,,,4,0,
f_f001179,올라호텔,0,1,Y,,,1,,,부산 해운대구 송정광어골로 49,부산 해운대구 송정동 437-9,,,,1,65000,
f_f001180,르브아,1,3,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-11 00:00,3,130000,포항 르브아펜션
f_f001180,약속호텔,2,2,Y,,,2,,,,,,,2023-05-16 12:37,1,60000,숙박비
f_f001185,오호캠핑장,1,5,Y,,,3,,오호캠핑장,강원특별자치도 고성군 죽왕면 심층수길 69,강원특별자치도 고성군 죽왕면 오호리 1-3,4502202,5182032021,2023-05-27 17:04,1,80000,B구역-24
f_f001186,포토시그니처 광안테라스타오션점,1,11,Y,,,2,,에어비앤비 ,,,,,2023-04-21 18:54,1,318861,숙박비
f_f001187,동행스테이 게스트하우스,1,7,Y,,,3,,동행,경북 경주시 태종로711번길 14,경북 경주시 노서동 124-9,4716213,4713010700,2023-04-10 15:12,1,60000,숙박비
f_f001188,탑스텐호텔,0,1,Y,,,2,,,강원 강릉시 옥계면 헌화로 455-34,강원 강릉시 옥계면 금진리 92-1,,,,4,600000,
f_f001189,소노문 델피노 East동,1,4,N,,,3,,소노호텔리조트,강원특별자치도 고성군 토성면 미시령옛길 1153,,4502407,5182033033,2023-06-11 10:59,1,334000,숙박비
f_f001189,쏠비치 삼척,1,4,Y,,,3,,소노호텔앤리조트,서울 송파구 법원로 135,서울 송파구 문정동 641-3,3350849,1171010800,2023-06-06 14:40,1,66000,숙박비
f_f001192,하와이 호텔,1,1,Y,,,3,,하와이호텔,경남 통영시 통영해안로 235,경남 통영시 항남동 239-5,3333042,4822010400,2023-06-02 17:41,1,20000,
f_f001196,남이섬 봄펜션,1,3,Y,,,2,,남이섬 봄펜션,강원 춘천시 남산면 서천길 147,강원 춘천시 남산면 서천리 301-9,4454389,4211040028,2023-05-22 23:05,1,50000,숙박비
f_f001198,아라리교직원수련원,1,11,Y,,,5,,강원도교직원수련원,강원 강릉시 주문진읍 해안로 2063,강원 강릉시 주문진읍 향호리 1187-1,3220050,4215025025,2023-05-26 20:16,1,10000,
f_f001198,아라리교직원수련원,2,11,Y,,,5,,강원도교직원수련원,강원 강릉시 주문진읍 해안로 2063,강원 강릉시 주문진읍 향호리 1187-1,3220050,4215025025,2023-05-27 15:16,1,10000,
f_f001202,썬라이즈호텔,1,1,Y,,,2,,에어비앤비,,,,,2023-05-18 09:57,1,59713,숙박비
f_f001205,뉴영보벤처타운,1,11,Y,,,2,,에어비앤비,,,,,2023-05-20 12:52,1,160586,숙박비
f_f001208,한화리조트 해운대,1,4,Y,,,3,,한화호텔앤드리조트(주),부산 해운대구 마린시티3로 52,부산 해운대구 우동 1410-3,3133005,2635010500,2023-06-09 04:36,1,80000,숙박비
f_f001212,체스터톤스속초,1,1,Y,,,4,,호텔앤조이,서울 강서구 마곡동로 55,서울 강서구 마곡동 774-12,3155046,1150010500,2023-06-04 00:00,1,258000,체스터톤스 속초-숙박비
f_f001216,유곡면민체육공원 야영장,0,5,N,,,2,,,,,,,,5,15000,
f_f001217,브라운도트호텔 부산진역점,1,1,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-18 15:33,1,87000,"MO-스탠다드(도보특가,주차)"
f_f001224,소르 스파펜션,0,3,Y,,,1,,,강원도 동해시 일출로 277-9,,,,,4,0,
f_f001224,소르오션뷰 펜션,1,3,Y,,,1,,아고다페이먼츠코리아,,,,,2023-05-20 00:00,1,94091,DONGHAE SOR OCEAN VIEW SPA PENSION
f_f001224,어반스테이 속초해변,1,1,Y,,,1,,아고다,,,,,2023-05-21 00:00,1,43516,Urbanstay Sokcho Haebyeon
f_f001235,헬로,2,7,Y,,,3,,헬로게스트하우스,경북 안동시 번영1길 58-5,,4721466,4717010200,2023-05-16 00:00,1,50000,4인실 301호(여성전용)
f_f001238,1박2일남해펜션,0,3,Y,,,4,,,,,,,,5,130000,
f_f001243,고성 한산마리나리조트,0,4,Y,,,3,,,경남 고성군 회화면 회진로 517,경남 고성군 회화면 봉동리 142-2,,,,1,352490,
f_f001244,소노벨 경주,0,4,Y,,,2,,,경북 경주시 보문로 402-12,경북 경주시 신평동 400-1,,,,4,0,
f_f001246,그랜드모먼트 유스호스텔,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-02 19:40,1,120000,그랜드 모먼트
f_f001246,마티에오시리아호텔,1,1,Y,,,2,,마티에,서울 영등포구 63로 50,서울 영등포구 여의도동 60,3118001,1156011000,2023-05-02 11:21,1,216000,숙박비
f_f001252,동해보양온천컨벤션호텔,1,1,Y,,,4,,(주)동해보양온천컨벤,강원특별자치도 동해시 동해대로 6285,강원특별자치도 동해시 망상동 396-18,2000023,5117012900,2023-05-19 13:39,1,270000,
f_f001255,광수호텔,1,1,Y,,,2,,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-05-30 00:00,1,49000,"(숙박세일)광수호텔(부산 호텔/해운대/해운대(센텀,송정,달맞이)) 기타"
f_f001255,시프트도어 레지던스 하리,1,1,Y,,,2,,시프트도어 하리 레지던스,부산 영도구 동삼오션로 58,부산 영도구 동삼동 1180,3352593,2620012100,2023-06-03 18:28,1,73483,
f_f001256,소라펜션,1,3,N,,,3,,소라민박,강원 삼척시 근덕면 장호길 38,,4472278,4223031034,2023-05-28 17:37,1,60000,
f_f001257,라이온호텔,1,1,Y,,,2,,서면 라이온호텔 부산,부산 부산진구 중앙대로691번가길 14-7,부산 부산진구 부전동 519-26,4187687,2623010300,2023-05-30 16:00,1,85000,디럭스 트윈
f_f001266,거제스테이,1,2,N,,,2,,거제 스테이 새록,경남 거제시 동부면 거제대로 930,경남 거제시 동부면 학동리 418,2006004,4831032028,2023-05-27 19:34,1,150000,숙박비
f_f001266,구룡포 민박,0,8,N,,,2,,,일출로332번길 33-4,,,,,3,50000,
f_f001266,삼척비치모텔,1,2,N,,,2,,삼척테마타운(삼척비치모텔),강원 삼척시 테마타운길 19,강원 삼척시 갈천동 14,4472329,4223010700,2023-05-23 19:59,1,70000,
f_f001266,지앤지모텔,1,2,N,,,2,,지앤지(G&G)모텔,,,,,2023-05-26 17:23,1,55000,숙박비
f_f001266,칸,1,2,N,,,2,,칸 모텔,경북 울진군 후포면 후포로 154-4,경북 울진군 후포면 후포리 316-3,3325034,4793038021,2023-05-24 16:55,1,60000,
f_f001268,토요코인호텔 부산역1호점,1,1,Y,,,1,,아고다,,,,,2023-05-19 00:00,1,134200,Toyoko Inn Busan Station 1 숙박비
f_f001273,플레아드블랑,1,1,Y,,,4,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-29 20:52,1,229000,플레아드블랑 해운대
f_f001273,호텔쿼츠,1,1,Y,,,4,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-04-14 21:04,1,89900,부산 송도 호텔 쿼츠
f_f001275,수월산방,0,3,Y,,,2,,,강원 영월군 북면 진등길 49,강원 영월군 북면 공기리 1560,,,,5,310000,
f_f001276,월아산자연휴양림,1,9,Y,,,5,,진주 월아산 자연휴양림,경남 진주시 진성면 달음산로 347,경남 진주시 진성면 동산리 산 116-43,3332013,4817035029,2023-04-19 09:05,1,105000,숙박비
f_f001279,동성펜션,1,3,Y,,,5,,동성팬션,경남 고성군 동해면 조선특구로 2157,경남 고성군 동해면 내산리 15-1,3019062,4882042024,2023-05-08 22:40,1,150000,사랑방
f_f001279,동성펜션,2,3,Y,,,5,,동성펜션,경남 고성군 동해면 조선특구로 2157,경남 고성군 동해면 내산리 15-1,3019062,4882042024,2023-05-08 22:40,1,10000,숙박비
f_f001281,프라이빗1754,1,3,Y,,,1,,프라이빗1754,경남 양산시 탑골길 175-4,경남 양산시 용당동 132-37,4814799,4833011300,2023-05-22 14:07,1,122550,숙박비
f_f001282,게스트하우스코리아 부산역,0,7,Y,,,1,,,부산 동구 중앙대로 232,부산 동구 초량동 1198-2,,,,1,44000,
f_f001294,더바른 수성점,1,1,N,,,3,,더바른(수정점),부산 동구 진성로9번길 11,부산 동구 수정동 1-161,4181513,2617010200,2023-05-27 22:33,1,55970,
f_f001294,브라운도트호텔 부산진역점,0,1,N,,,3,,,진성로 7,,,,,2,100000,
f_f001294,코모도호텔 부산,1,1,Y,,,3,,(주)코모도호텔,부산 중구 중구로 151,,3125006,2611010100,2023-05-28 17:06,1,110000,숙박비
f_f001296,로즈모텔,1,2,Y,,,1,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-05-30 10:07,1,140000,경주 로즈
f_f001299,라파엘펜션글램핑,1,3,Y,,,4,,경남고성라파엘펜션글램,경남 고성군 회화면 당항만로 945,경남 고성군 회화면 당항리 543,3342010,4882040022,,1,200000,숙박비
f_f001308,소노펠리체 빌리지비발디파크 O동,1,4,Y,,,5,,소노호텔앤리조트,서울 송파구 법원로 135,서울 송파구 문정동 641-3,3350849,1171010800,2023-05-30 10:58,1,268000,숙박비
f_f001308,오유원,1,3,Y,,,5,,오유원,강원 홍천군 서면 한치골길 83-5,,4475627,4272037025,2023-05-05 00:00,1,480000,숙박비
f_f001312,한국여성수련원,1,11,Y,,,4,,(재)한국여성수련원,강원특별자치도 강릉시 옥계면 금진솔밭길 148-19,강원특별자치도 강릉시 옥계면 금진리 464-1,4460231,5115035029,2023-05-28 00:00,3,152000,숙박비
f_f001317,드림센터,0,4,Y,,,4,,,경북 경주시 보문로 280-34,경북 경주시 북군동 116,,,,4,300000,
f_f001319,ORA춘천베어스호텔,1,1,Y,,,4,,주식회사 트립비토즈,서울 강남구 테헤란로 415,서울 강남구 삼성동 142-41,3122010,1168010500,2023-05-12 18:32,1,102273,춘천베어스호텔
f_f001324,펜션더오션,0,3,Y,,,2,,,강원 삼척시 근덕면 장호안2길 14,강원 삼척시 근덕면 장호리 191-9,,,,1,160000,
f_f001327,네이처풀빌라,1,3,Y,,,1,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-04-25 00:00,1,329491,포항 네이처풀빌라펜션
f_f001327,솔루나호텔,1,1,Y,,,1,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-06 00:00,3,0,MOB동 트윈 스타일
f_f001328,머그학동펜션,1,3,Y,,,2,,머그학동,경남 거제시 동부면 학동3길 4,경남 거제시 동부면 학동리 309-2,4811712,4831032028,2023-04-11 23:06,1,31200,숙박비
f_f001331,에어비앤비 예약 숙소,0,11,Y,,,2,,,느티나무길 37,,,,,1,90000,
f_f001333,스테이휴,0,3,Y,,,2,,,강원 강릉시 주문진읍 해안로 1889,강원 강릉시 주문진읍 주문리 122-14,,,,2,169000,
f_f001335,하이캐슬리조트,1,4,Y,,,4,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-04-25 19:29,1,151330,하이캐슬리조트
f_f001338,더뷰스파펜션,0,3,Y,,,2,,,강원 강릉시 주문진읍 해안로 1999,강원 강릉시 주문진읍 주문리 829-8,,,,1,284000,
f_f001338,세인트존스호텔,0,1,Y,,,2,,,강원 강릉시 창해로 307,강원 강릉시 강문동 1-1,,,,1,261800,
f_f001338,하슬라아트월드 뮤지엄호텔,1,1,Y,,,2,,주식회사 하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,,3220032,5115034028,2023-06-04 18:15,1,300000,숙박비
f_f001350,켄싱턴리조트 설악밸리,1,4,Y,,,6,,켄싱턴리조트 설악밸리,강원특별자치도 고성군 토성면 신평골길 8-25,,4502451,5182033030,2023-05-29 09:42,1,291000,
f_f001355,브라운도트호텔 포항죽도점,1,1,Y,,,2,,아고다,,,,,2023-05-27 00:00,1,140446,브라운도트호텔 포항죽도점
f_f001356,산앤호반캠핑장,0,5,Y,,,2,,,경남 합천군 봉산면 서부로 4107-4,경남 합천군 봉산면 봉계리 649,,,,5,90000,
f_f001357,게스트하우스 다온,0,7,Y,,,1,,,강원 강릉시 강릉대로203번길 14-2,강원 강릉시 교동 165-216,,,,5,50000,
f_f001358,국립달음산자연휴양림,1,9,Y,,,4,,달음산 자연휴양림,부산 기장군 일광읍 화용길 299-106,부산 기장군 일광읍 용천리 산 252,4220365,2671025933,2023-04-07 21:35,1,106000,숙박비
f_f001359,별빛민박,0,8,Y,,,3,,,남계5길 185-73,,,,,1,173295,
f_f001364,영락교회 설악수양관,0,10,Y,,,5,,,강원 속초시 장재터마을2길 128-19,강원 속초시 설악동 440-1,,,,4,0,
f_f001372,파라다이스호텔부산,0,1,Y,,,2,,,부산 해운대구 해운대해변로 296,부산 해운대구 중동 1411-1,,,,2,669977,
f_f001374,오크밸리리조트 스키콘도D,0,4,Y,,,2,,,강원 원주시 지정면 오크밸리2길 40,강원 원주시 지정면 판대리 577-4,,,,1,139800,
f_f001379,핑크하우스,1,3,Y,,,4,,아고다,,,,,2023-05-18 00:00,1,140000,춘천 핑크하우스펜션-숙박비
f_f001381,섬진강호텔,1,1,Y,,,2,,(주)타이드스퀘어 투어비스,서울 중구 남대문로 78,,3101001,1114012600,2023-05-23 00:00,1,84000,하동 섬진강 호텔
f_f001385,호텔카멜,1,1,Y,,,2,,아고다,,,,,2023-05-30 20:45,1,110000,속초 비즈니스 호텔 카멜
f_f001400,도토리하우스,1,7,Y,,,1,,도토리하우스,경북 경주시 태종로 691-12,경북 경주시 노서동 170-11,3305061,4713010700,2023-06-02 10:58,1,50000,
f_f001402,그랜드모먼트 유스호스텔,0,1,Y,,,2,,,부산 남구 황령대로 401-9,부산 남구 대연동 산 24-3,,,,1,102200,
f_f001402,아리아호텔,0,2,Y,,,2,,,부산 서구 암남공원로 245,부산 서구 암남동 622-46,,,,1,55000,
f_f001405,오션투유리조트 속초설악비치 호텔앤콘도,0,4,N,,,10,,,강원특별자치도 고성군 죽왕면 삼포해변길 9,강원특별자치도 고성군 죽왕면 삼포리 243-13,,,,4,0,
f_f001406,펠릭스바이에스티엑스,1,1,Y,,,1,,윙스부킹,서울 금천구 디지털로9길 68,서울 금천구 가산동 60-3,4151195,1154510100,2023-05-22 00:00,1,126000,팰릭스호텔 바이STX
f_f001406,호텔아쿠아펠리스,1,1,Y,,,1,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-23 00:05,1,114000,호텔 아쿠아 펠리스
f_f001413,포시즌호텔펜션,1,1,Y,,,3,,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-03-09 22:07,1,110000,강릉 포시즌 호텔&펜션
f_f001413,포시즌호텔펜션,3,1,Y,,,3,,포시즌비치호텔,강원특별자치도 강릉시 해안로 615,강원특별자치도 강릉시 안현동 10-5,3220050,5115013800,2023-05-28 14:36,1,20000,숙박비
f_f001414,브릿지호텔,0,2,Y,,,2,,,부산 수영구 광안해변로 155,부산 수영구 광안동 204-7,,,,1,145000,
f_f001414,호텔치즈,0,2,Y,,,2,,,부산 부산진구 부전로20번길 33,부산 부산진구 부전동 524-55,,,,1,110000,
f_f001418,지족리해,0,3,Y,,,2,,,경남 남해군 창선면 서부로 177-3,경남 남해군 창선면 지족리 544,,,,4,0,
f_f001419,덴바스타호텔 화명점,1,1,Y,,,4,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-16 00:00,1,118575,숙박비
