TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,latitude,longitude
f_f001410,2305270001,3,0,0,1,5,2228301937.0,제1주차장,강원특별자치도 동해시 삼화로 380,,3221048.0,5117012400.0,2023-05-27 12:30,1,2000.0,주차비,,0.0,0.0
f_f001410,2305280002,3,0,0,1,5,,오죽헌/시립박물관,강원특별자치도 강릉시 율곡로3139번길 24,,4460817.0,5115013300.0,2023-05-28 10:48,1,11000.0,입장권,,0.0,0.0
f_f001410,2305280004,1,0,0,2,5,5121163557.0,아이스M,강원특별자치도 강릉시 종합운동장길 32,,4460892.0,5115011000.0,2023-05-28 15:16,1,9000.0,아메리카노(H);핫초코,,0.0,0.0
f_f001410,2305290002,1,0,0,2,5,7968500210.0,평창자연휴게소,강원특별자치도 평창군 용평면 탑거리길 63,강원특별자치도 평창군 용평면 이목정리 472-2,4484375.0,5176035022.0,2023-05-29 12:05,1,12500.0,슈가미니츄러스;소떡소떡;통감자,,0.0,0.0
f_f001410,2305270001,3,0,0,3,5,2228301937.0,무릉별유천지,강원특별자치도 동해시 이기로 97,,3221029.0,5117012400.0,2023-05-27 10:24,1,53000.0,체험권;입장권,,0.0,0.0
f_f001410,2305280004,3,1,1,1,5,8698802031.0,(주)아이스엠스포츠,강원특별자치도 강릉시 종합운동장길 32,강원특별자치도 강릉시 교동 632,4460892.0,5115011000.0,2023-05-28 14:34,1,18000.0,어린이,,0.0,0.0
f_f001410,2305270008,2,2,2,0,5,,동해약천온천실버타운,459-10,,,,,3,8000.0,,4217012900.0,0.0,0.0
f_f001410,2305270001,1,2,2,2,5,2071121280.0,새로워라,강원특별자치도 동해시 덕골길 10,,4463060.0,5117010100.0,2023-05-27 11:23,1,9000.0,,,0.0,0.0
f_f001410,2305270001,2,3,3,0,5,,너랑나랑분식카페,복포리 351-3,,,,,1,17000.0,,4183033000.0,0.0,0.0
f_f001410,2305270002,1,4,4,0,5,,에그카페,삼화로 533,,,,,1,6300.0,,4217012400.0,0.0,0.0
f_f001410,2305270001,2,4,4,0,5,,쿠팡,송파대로 570,,,,,2,109430.0,,1171010200.0,0.0,0.0
f_f001413,2305280002,1,0,0,1,3,1338122244.0,가평(춘천)휴게소,경기 가평군 설악면 미사리로540번길 51,,4448077.0,4182031026.0,2023-05-28 09:52,1,6500.0,소불고기주먹밥;사각꼬치어묵,,0.0,0.0
f_f001413,2305280003,1,0,0,1,3,7524400537.0,오봉이해물칼국수,강원특별자치도 강릉시 창해로 461,,3220043.0,5115011300.0,2023-05-28 13:43,1,59000.0,오봉이해물칼국수 2인;통오징어 한마리;모듬버섯야채;펩시콜라,,0.0,0.0
f_f001413,2305280007,1,0,0,1,3,2260838287.0,옥이네숯불구이,강원특별자치도 강릉시 창해로 473,,3220043.0,5115011300.0,2023-05-28 21:12,1,79000.0,,,0.0,0.0
f_f001413,2305290004,1,0,0,1,3,2268530248.0,세븐일레븐,강원특별자치도 강릉시 해안로 615,강원특별자치도 강릉시 안현동 10-5,3220050.0,5115013800.0,2023-05-29 16:31,1,7800.0,오리온)예감치즈그라탕;코카)코카콜라;코카)코카콜라제로;덴마크)인포켓치즈라이트;덴마크)인포켓치즈,,0.0,0.0
f_f001413,2305300001,1,0,0,1,3,2261214910.0,강릉수제어묵고로케,강원특별자치도 강릉시 금성로13번길 8,강원특별자치도 강릉시 성남동 53-1,4460218.0,5115010800.0,2023-05-30 10:29,1,3000.0,,,0.0,0.0
f_f001413,2305280002,1,0,0,2,3,1338122244.0,가평(춘천)휴게소,경기 가평군 설악면 미사리로540번길 51,경기 가평군 설악면 미사리 149-4,4448077.0,4182031026.0,2023-05-28 09:55,1,4500.0,회오리감자,,0.0,0.0
f_f001413,2305290001,1,0,0,2,3,3445300037.0,모자호떡,강원특별자치도 강릉시 금성로 21,강원특별자치도 강릉시 성남동 50,3220007.0,5115010800.0,2023-05-29 11:47,3,9500.0,,,0.0,0.0
f_f001413,2305290004,1,0,0,2,3,1405300420.0,곰돌이왕만두,강원특별자치도 강릉시 금성로13번길 14,강원특별자치도 강릉시 성남동 54-1,4460218.0,5115010800.0,2023-05-29 12:00,3,5000.0,,,0.0,0.0
f_f001413,2305300001,1,0,0,2,3,2033720902.0,개미곳간,강원특별자치도 강릉시 금성로 23,,3220007.0,5115010800.0,2023-05-30 10:19,1,5000.0,,,0.0,0.0
f_f001413,2305280002,1,0,0,3,3,1338122244.0,가평(춘천)휴게소,경기 가평군 설악면 미사리로540번길 51,,4448077.0,4182031026.0,2023-05-28 09:59,1,4500.0,마성떡볶이,,0.0,0.0
f_f001413,2305290004,1,0,0,3,3,2260240189.0,금성배니닭강정,강원특별자치도 강릉시 금성로13번길 5,강원특별자치도 강릉시 성남동 51-120,4460218.0,5115010800.0,2023-05-29 11:35,3,12000.0,,,0.0,0.0
f_f001413,2305290001,1,0,0,4,3,2390700927.0,월화야끼도리,강원특별자치도 강릉시 금성로13번길 11-1,강원특별자치도 강릉시 성남동 47-5,4460218.0,5115010800.0,2023-05-29 12:53,1,5000.0,,,0.0,0.0
f_f001413,2305290001,1,0,0,5,3,2390700927.0,월화야끼도리,강원특별자치도 강릉시 금성로13번길 11-1,강원특별자치도 강릉시 성남동 47-5,4460218.0,5115010800.0,2023-05-29 11:55,1,5000.0,,,0.0,0.0
f_f001413,2305300002,6,1,1,1,3,2278111213.0,소학레저개발 주식회사,강원특별자치도 속초시 관광로 327,,3223001.0,5121010700.0,2023-05-30 11:45,1,33000.0,,,0.0,0.0
f_f001413,2305280005,6,1,1,2,3,2118841856.0,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007.0,1168010700.0,,1,109920.0,,,0.0,0.0
f_f001413,2305290001,2,1,1,3,3,2269062180.0,한양건어물,강원특별자치도 강릉시 금성로 21,강원특별자치도 강릉시 성남동 50,3220007.0,5115010800.0,2023-05-29 13:12,3,30000.0,,,0.0,0.0
f_f001413,2305300003,1,2,2,1,3,1338122244.0,가평(서울)휴게소,경기 가평군 설악면 미사리로 544,,3216014.0,4182031026.0,2023-05-30 15:02,1,6500.0,얼큰김치우동,,0.0,0.0
f_f001413,2305280006,6,2,2,1,3,2278111213.0,소학레저개발주식회사,강원특별자치도 속초시 관광로 327,,3223001.0,5121010700.0,2023-05-28 16:19,1,33000.0,,,0.0,0.0
f_f001413,2305300003,1,2,2,2,3,1338122244.0,롯데리아,경기 가평군 설악면 미사리로 544,,3216014.0,4182031026.0,2023-05-30 15:08,1,17100.0,한우불고기셋;불고기세트,,0.0,0.0
f_f001413,2305280004,1,3,3,1,3,7240901689.0,포시즌버거앤펍,강원특별자치도 강릉시 해안로 615,강원특별자치도 강릉시 안현동 10-5,3220050.0,5115013800.0,2023-05-28 14:18,1,10000.0,카페라떼(HOT),,0.0,0.0
f_f001414,2305290002,1,0,0,0,2,,호랑이젤라떡,957-2,,,,,1,8500.0,,2635010600.0,0.0,0.0
f_f001414,2305270003,1,0,0,1,2,8348702004.0,진영복합휴게소,경남 김해시 진영읍 하계로96번길 94-4,,4805823.0,4825025021.0,2023-05-27 19:58,1,4000.0,도깨비 핫도그,,0.0,0.0
f_f001414,2305270005,1,0,0,1,2,4193100950.0,중앙선술,부산 부산진구 중앙대로 722-6,부산 부산진구 부전동 156-22,2000010.0,2623010300.0,2023-05-27 01:44,1,44000.0,,,0.0,0.0
f_f001414,2305280002,1,0,0,1,2,3690101808.0,미락슈퍼,부산 수영구 민락본동로31번길 46,부산 수영구 민락동 31-19,4214216.0,2650010300.0,2023-05-28 13:46,1,119000.0,,,0.0,0.0
f_f001414,2305280003,1,0,0,1,2,5968802550.0,RAW AND SWEET BEACHSIDE,부산 해운대구 우동1로38번가길 1,부산 해운대구 우동 517-3,4199131.0,2635010500.0,2023-05-28 14:00,1,17000.0,LATTE;VANILLA LATTE;PECAN,,0.0,0.0
f_f001414,2305280005,1,0,0,1,2,6179920846.0,영광상회,부산 수영구 민락수변로 1,부산 수영구 민락동 181-84,3138016.0,2650010300.0,2023-05-28 19:08,1,45000.0,,,0.0,0.0
f_f001414,2305280006,1,0,0,1,2,6211656258.0,해피몽크,부산 수영구 광안해변로 187,부산 수영구 광안동 197-11,3138005.0,2650010400.0,2023-05-28 22:26,1,54000.0,페퍼로니피자;피치크러쉬;마티니;호가든(생);코젤화이트(생),,0.0,0.0
f_f001414,2305290001,1,0,0,1,2,6171959335.0,수영돼지국밥,부산 수영구 무학로 6,부산 수영구 광안동 117-17,3138013.0,2650010400.0,2023-05-29 12:47,1,50000.0,따로섞어;수육 중(모듬),,0.0,0.0
f_f001414,2305280004,2,0,0,1,2,6031089633.0,빈티지뮤지엄,부산 중구 광복로39번길 26,부산 중구 신창동2가 13,4175010.0,2611012800.0,2023-05-28 18:48,1,7000.0,입장권구매,,0.0,0.0
f_f001414,2305290003,2,0,0,1,2,1268105325.0,건천(서울)휴게소,경북 경주시 건천읍 경부고속도로 76,경북 경주시 건천읍 금척리 683-2,1000001.0,4713025630.0,2023-05-29 15:40,1,5200.0,바베큐조미오징어;왕꿈틀이,,0.0,0.0
f_f001414,2305290004,2,0,0,1,2,1308569200.0,낙동강구미휴게소,경북 구미시 도개면 용산3길 122-65,,4724672.0,4719033029.0,2023-05-29 17:29,1,5000.0,아메리(L) ICE,,0.0,0.0
f_f001414,2305270003,1,0,0,2,2,8348702004.0,진영복합휴게소,경남 김해시 진영읍 하계로96번길 94-4,,4805823.0,4825025021.0,2023-05-27 19:53,1,6500.0,치킨강정 R,,0.0,0.0
f_f001414,2305280005,1,0,0,2,2,6173265331.0,사랑해횟집,부산 수영구 민락수변로 1,부산 수영구 민락동 181-84,3138016.0,2650010300.0,2023-05-28 20:10,1,19000.0,1인상상차림;소주;음료수,,0.0,0.0
f_f001414,2305290002,1,1,1,1,2,1162300681.0,컴포즈커피,부산 해운대구 달맞이길62번길 29,부산 해운대구 중동 957,4199020.0,2635010600.0,2023-05-29 13:59,1,6800.0,유자에이드;더치커피(ICE),,0.0,0.0
f_f001414,2305280001,2,1,1,1,2,4741700631.0,바게트제작소,부산 부산진구 전포대로199번길 19,부산 부산진구 전포동 690-5,4187662.0,2623010200.0,2023-05-28 11:12,1,10100.0,고메버터프리첼;무화과호밀빵;쇼핑봉투,,0.0,0.0
f_f001414,2305270002,1,2,2,0,2,,선산휴게소,중부내륙고속도로 129,,,,,1,5600.0,,4719032000.0,0.0,0.0
f_f001414,2305280004,2,2,2,0,2,,모노맨션,193-4,,,,,1,4000.0,,2650010400.0,0.0,0.0
f_f001414,2305280001,2,3,3,1,2,6052432375.0,CU,부산 부산진구 서전로10번길 69,부산 부산진구 부전동 190-1,4187419.0,2623010300.0,2023-05-28 11:23,1,13000.0,장우산블랙일반70,,0.0,0.0
f_f001414,2305270004,2,4,4,1,2,4312501341.0,CU,부산 부산진구 초연로 11,부산 부산진구 연지동 406,3129038.0,2623010600.0,2023-05-27 22:10,1,7050.0,웅진)초록매실;파워에이드;훼스탈골드,,0.0,0.0
f_f001418,2305240002,1,0,0,1,2,4377900324.0,HIPHANSIK(힙한식),경남 남해군 미조면 동부대로 2,경남 남해군 미조면 송정리 615-1,2343002.0,4884034021.0,2023-05-24 13:14,1,47000.0,힙한식 솥밥;바삭해물파전,,0.0,0.0
f_f001418,2305240005,1,0,0,1,2,3083700633.0,고운동커피,경남 남해군 남면 남면로679번길 31-13,경남 남해군 남면 홍현리 850-4,4829064.0,4884035023.0,2023-05-24 14:40,1,12500.0,아메리카노ICE;패라리에이드,,0.0,0.0
f_f001418,2305240006,1,0,0,1,2,5462400856.0,가천마을회매점,경남 남해군 남면 남면로 702,,3343046.0,4884035023.0,2023-05-24 15:31,1,4000.0,구스토아 아이스크림,,0.0,0.0
f_f001419,2305270004,1,0,0,1,4,6143801010.0,CU,부산 영도구 태종로 834,부산 영도구 동삼동 1023-5,3006003.0,2620012100.0,2023-05-27 11:39,1,8600.0,HEYROO 파르페딸기;청포도에이드;빅컵얼음;코카)토레타;유앤)포켓몬볼모양젤리,,0.0,0.0
f_f001419,2305270005,1,0,0,1,4,5272301051.0,동방밀면,부산 영도구 꿈나무길 239,부산 영도구 영선동2가 222-1,4184016.0,2620010900.0,2023-05-27 12:35,1,29000.0,밀면;비빔면,,0.0,0.0
f_f001419,2305270007,1,0,0,1,4,6020187488.0,베스킨라빈스,부산 중구 광복로 40,부산 중구 창선동2가 48-1,3125001.0,2611013200.0,2023-05-27 14:56,1,17000.0,쿼터,,0.0,0.0
f_f001419,2305270009,1,0,0,1,4,4112562631.0,동양카츠 부산해운대점,부산 해운대구 우동1로 30,부산 해운대구 우동 509-3,3133030.0,2635010500.0,2023-05-27 20:33,1,60500.0,김치돈부리 안심;돈부리 안심;우동 안심;안심카츠 카레,,0.0,0.0
f_f001419,2305280002,1,0,0,1,4,8195600527.0,마크빈,부산 해운대구 달맞이길 187,,4199011.0,2635010600.0,2023-05-28 10:00,1,29500.0,오리지널크로와상;파인애플파이;(I)카페라떼;딸기쉐이크;자몽에이드,,0.0,0.0
f_f001419,2305280004,1,0,0,1,4,6020141600.0,18번 완당집,부산 중구 비프광장로 31,부산 중구 남포동3가 1-1,3125004.0,2611013800.0,2023-05-28 13:47,1,37000.0,,,0.0,0.0
f_f001419,2305280007,1,0,0,1,4,5478102767.0,신발원,부산 동구 대영로243번길 62,부산 동구 초량동 561-1,4006002.0,2617010100.0,2023-05-28 17:17,1,26500.0,고기만두;찐교자;새우교자;마라만두;오이무침,,0.0,0.0
f_f001419,2305280008,2,0,0,1,4,3608600207.0,삼진식품(주) 부산역광장점,부산 동구 중앙대로214번길 7,부산 동구 초량동 1200-17,4181416.0,2617010100.0,2023-05-28 18:15,1,36600.0,땡초고로케;치즈스틱;대맛살핫바;몽떡말이;소시지말이,,0.0,0.0
f_f001419,2305270008,3,0,0,1,4,1138638602.0,(주)스마틱스,서울 영등포구 경인로 775,서울 영등포구 문래동3가 55-20,3000028.0,1156012100.0,2023-05-27 14:48,1,0.0,(매진시 현장구매가능)송도해상케이블카 왕복탑승권구입 5월,,0.0,0.0
f_f001419,2305270008,3,0,0,2,4,6038301058.0,구덕공용주차장,부산 서구 원양로 102,부산 서구 암남동 620-43,3006013.0,2614012400.0,2023-05-27 17:12,1,4000.0,주차비,,0.0,0.0
f_f001419,2305270004,3,1,1,1,4,6178212523.0,부산관광공사(태종대),부산 영도구 전망로 24,부산 영도구 동삼동 산 19-2,3128019.0,2620012100.0,2023-05-27 09:56,1,11000.0,탑승권구입,,0.0,0.0
f_f001423,2306010005,1,0,0,1,1,6592900201.0,원주김치만두,강원특별자치도 원주시 중앙시장길 31-2,강원특별자치도 원주시 중앙동 48-1,4457563.0,5113010100.0,2023-06-01 15:03,1,12500.0,비빔국수;찐만두,,0.0,0.0
f_f001423,2306010004,2,0,0,1,1,4691101922.0,대원,강원특별자치도 원주시 감영길 50,강원특별자치도 원주시 중앙동 179,4457021.0,5113010100.0,2023-06-01 15:46,1,8000.0,,,0.0,0.0
f_f001423,2306010003,3,0,0,1,1,2118211985.0,(재)한솔문화재단,강원특별자치도 원주시 지정면 오크밸리2길 260,강원특별자치도 원주시 지정면 월송리 999-13,4457706.0,5113033026.0,2023-06-01 10:51,1,22000.0,입장권,,0.0,0.0
f_f001424,2305260004,1,0,0,1,5,4750203049.0,고짚 연산점,부산 연제구 고분로13번길 32,부산 연제구 연산동 620-5,4211058.0,2647010200.0,2023-05-26 18:29,1,159000.0,우대갈비2인;우대갈비3인;된장뚝배기;공기밥,,0.0,0.0
f_f001424,2305260005,1,0,0,1,5,8960800523.0,문화양곱창,부산 부산진구 가야대로784번길 56-8,,4187070.0,2623010300.0,2023-05-26 20:16,1,255000.0,,,0.0,0.0
f_f001424,2305260006,1,0,0,1,5,7910300029.0,주차장산꼼장어3호점,부산 부산진구 중앙대로680번가길 38,부산 부산진구 부전동 175,4187685.0,2623010300.0,2023-05-26 22:14,1,112000.0,(중)연탄소금;(중)연탄양념;소주;음료,,0.0,0.0
f_f001424,2305270003,1,0,0,1,5,6171841707.0,범일국밥,부산 금정구 무학송로 129,부산 금정구 부곡동 23-12,3135021.0,2641010900.0,2023-05-27 13:40,1,56500.0,돼지국밥;순대국밥;순대(중)반반,,0.0,0.0
f_f001424,2305270005,1,0,0,1,5,3608600207.0,삼진식품(주) 영도본점,부산 영도구 태종로99번길 36,부산 영도구 봉래동2가 39-1,4184366.0,2620011600.0,2023-05-27 16:50,1,174600.0,프리미엄세트;알찬모듬;해물모듬플러스;500사각;200사각(특천대,,0.0,0.0
f_f001424,2305270006,2,0,0,1,5,4588502505.0,신성통상(주) 롯데 동래(MBM021),부산 동래구 중앙대로 1393,부산 동래구 온천동 502-3,2000010.0,2626010800.0,2023-05-27 19:25,1,195400.0,MSD2TT1002;MSD2WC2021;MSD2WC2921;MSD2PH1201;MSD2PT1901,,0.0,0.0
f_f001424,2305270004,3,1,1,1,5,6178609671.0,(주)송도해상케이블카,부산 서구 송도해변로125번길 15,부산 서구 암남동 200-1,4178219.0,2614012400.0,2023-05-27 15:04,1,100000.0,탑승권구입,,0.0,0.0
f_f001426,2305280001,1,0,0,0,16,,새재왕건집,288-58,,,,,5,126000.0,,4728025030.0,0.0,0.0
f_f001426,2305270002,1,0,0,1,16,3122946138.0,김밥나라치킨,경북 상주시 화북면 문장로 1695-1,경북 상주시 화북면 용유리 350-1,3311070.0,4725042021.0,2023-05-27 13:11,1,18000.0,떡볶이;돈까스;참치김밥,,0.0,0.0
f_f001426,2305280005,1,0,0,1,16,6571100893.0,문경식자재마트,경북 문경시 문경읍 주흘로 24,경북 문경시 문경읍 하리 99-1,3312027.0,4728025022.0,2023-05-28 15:03,1,62530.0,동원샘물;카스타드;농심/육개장사발면/맥반석구이오징어채,,0.0,0.0
f_f001426,2305290001,1,0,0,1,16,1018676277.0,버거킹,대구 동구 이노밸리로 277,대구 동구 신서동 1138-1,3142050.0,2714012400.0,2023-05-29 12:01,1,9100.0,와퍼세트,,0.0,0.0
f_f001426,2305280004,3,0,0,1,16,5058600514.0,농업회사법인(주) 오미원,경북 문경시 당교5길 7,경북 문경시 모전동 888-2,4736139.0,4728011000.0,2023-05-28 14:54,1,3500.0,,,0.0,0.0
f_f001426,2305280005,1,0,0,2,16,6571100893.0,문경식자재마트,경북 문경시 문경읍 주흘로 24,경북 문경시 문경읍 하리 99-1,3312027.0,4728025022.0,2023-05-28 15:31,1,55620.0,청량고추/특;백설/닭볶음탕양념;굿모닝우유;진로이즈백;오미자막걸리,,0.0,0.0
f_f001426,2305290001,1,0,0,2,16,1018676277.0,버거킹,대구 동구 이노밸리로 277,대구 동구 신서동 1138-1,3142050.0,2714012400.0,2023-05-29 12:02,1,9400.0,불와주 X 롱치킨,,0.0,0.0
f_f001426,2305280004,3,0,0,2,16,5058600514.0,농협회사법인(주) 오미원,경북 문경시 당교5길 7,경북 문경시 모전동 888-2,4736139.0,4728011000.0,2023-05-28 14:47,1,7500.0,,,0.0,0.0
f_f001426,2305280005,1,0,0,3,16,3997400274.0,쌍용밸리하우스,경북 문경시 농암면 청화로 500,경북 문경시 농암면 내서리 263-6,3311079.0,4728037025.0,2023-05-28 16:42,1,29300.0,초간단 어묵탕;매콤쫄깃 순대볶음,,0.0,0.0
f_f001426,2305290001,1,0,0,3,16,1018676277.0,버거킹,대구 동구 이노밸리로 277,대구 동구 신서동 1138-1,3142050.0,2714012400.0,2023-05-29 12:18,1,6500.0,초코 망고 선데;아메리카노,,0.0,0.0
f_f001426,2305280004,3,0,0,3,16,5058600514.0,농업회사법인(주)오미원,경북 문경시 마성면 문경대로 1356-1,,2311001.0,4728036025.0,2023-05-28 00:00,1,11000.0,입장권,,0.0,0.0
f_f001426,2305290001,1,0,0,4,16,1018676277.0,버거킹,대구 동구 이노밸리로 277,대구 동구 신서동 1138-1,3142050.0,2714012400.0,2023-05-29 12:03,1,2000.0,코카콜라(R),,0.0,0.0
f_f001426,2305280003,3,1,1,1,16,5118303816.0,문경새재(전동차),경북 문경시 문경읍 새재로 932,경북 문경시 문경읍 상초리 288-1,3000165.0,4728025030.0,2023-05-28 13:45,1,15100.0,,,0.0,0.0
f_f001426,2305270003,1,3,3,1,16,5110531973.0,대영상회,경북 상주시 화북면 용유1길 1-1,,4733631.0,4725042021.0,2023-05-27 15:45,3,50000.0,야채;물;먹태;공기;세가지맛,,0.0,0.0
f_f001426,2305280002,3,3,3,1,16,5118303325.0,문경생태미로공원,경북 문경시 매봉로 65,경북 문경시 모전동 914-4,3312007.0,4728011000.0,2023-05-28 12:29,1,28000.0,,,0.0,0.0
f_f001427,2305280005,2,0,0,1,4,3259201806.0,팔공축산대천점,대구 달서구 조암로 151,대구 달서구 대천동 923-5,3147040.0,2729011900.0,2023-05-28 18:22,1,23500.0,국내산 돼지,,0.0,0.0
f_f001427,2305280003,3,0,0,1,4,8852001577.0,그린공방,경북 칠곡군 석적읍 강변대로 1570-1,,2000012.0,4785025625.0,2023-05-28 14:27,1,15000.0,,,0.0,0.0
f_f001427,2305280004,3,0,0,1,4,7468602409.0,하하농장 유한책임회사,대구 동구 팔공산로2길 73,,4226350.0,2714014400.0,2023-05-28 16:18,1,24000.0,,,0.0,0.0
f_f001427,2305280003,3,0,0,2,4,5738200353.0,공예테마공원,경북 칠곡군 석적읍 강변대로 1570-1,,2000012.0,4785025625.0,2023-05-28 15:15,1,6000.0,슈링클스;펄러비즈,,0.0,0.0
f_f001430,2305270004,1,0,0,0,4,,이가네 떡볶이,16,,,,,3,18000.0,,2611012400.0,0.0,0.0
f_f001430,2305280008,1,0,0,0,4,,BHC치킨 해운대 팔래드점,1124-2,,,,,1,50600.0,,2635010600.0,0.0,0.0
f_f001430,2305290001,1,0,0,0,4,,바다마루전복죽,,,,,,1,57000.0,,2635010600.0,0.0,0.0
f_f001430,2305290004,1,0,0,0,4,,신발원,561-1,,,,,1,35500.0,,2617010100.0,0.0,0.0
f_f001430,2305280002,3,0,0,0,4,,스카이라인 루지,산46,,,,,1,111000.0,,2671025033.0,0.0,0.0
f_f001430,2305280006,3,0,0,0,4,,요트G,1393,,,,,1,99600.0,,2635010500.0,0.0,0.0
f_f001430,2305270005,1,0,0,1,4,7247400392.0,컵넛,부산 영도구 절영로 222,,3128020.0,2620011100.0,2023-05-27 15:22,1,13000.0,아메리카노;딸기라떼,,0.0,0.0
f_f001430,2305270008,1,0,0,1,4,1092065778.0,톤쇼우 광안점,부산 수영구 광안해변로279번길 13,부산 수영구 민락동 181-20,4214071.0,2650010300.0,2023-05-27 20:04,1,79500.0,히레카츠;로스카츠;버크셔K로스카츠;카레추가;기린병맥주,,0.0,0.0
f_f001430,2305280001,1,0,0,1,4,3888800567.0,(주)이에이치육(해목 해운대),부산 해운대구 구남로24번길 8,부산 해운대구 우동 542-30,4199006.0,2635010500.0,2023-05-28 12:32,1,175000.0,모찌;민물히츠마부시;코쿤하이볼;콜라,,0.0,0.0
f_f001430,2305280004,1,0,0,1,4,1238549486.0,랑데자뷰 해운대점,부산 해운대구 달맞이길62번가길 23,부산 해운대구 중동 962,4199019.0,2635010600.0,2023-05-28 16:52,1,19300.0,밀크크레이프;카페라떼(HOT);흑임자크림라떼(ICE),,0.0,0.0
f_f001430,2305280005,1,0,0,1,4,5250401485.0,31CM해물칼국수 해운대시장점,부산 해운대구 구남로41번길 46,부산 해운대구 중동 1394-2,4199009.0,2635010600.0,2023-05-28 18:56,1,38000.0,해칼,,0.0,0.0
f_f001430,2305290002,1,0,0,1,4,3061269180.0,호랑이젤리떡,부산 해운대구 달맞이길62번길 38,부산 해운대구 중동 957-2,4199020.0,2635010600.0,2023-05-29 12:01,1,16500.0,,,0.0,0.0
f_f001430,2305290005,2,0,0,1,4,1078657147.0,환공어묵 부산역점,부산 동구 중앙대로 206,부산 동구 초량동 1187-1,2000010.0,2617010100.0,2023-05-29 17:10,1,25200.0,어묵3500;어묵3800;고기만두어묵;통새우고로케;통새우크런치;고구마치즈고로케,,0.0,0.0
f_f001430,2305270003,3,0,0,1,4,1355200324.0,보수동 책방골목 사진관,부산 중구 대청로 65,부산 중구 보수동1가 136-1,3125010.0,2611012000.0,2023-05-27 13:25,1,65000.0,,,0.0,0.0
f_f001430,2305290003,3,1,1,0,4,,송도 해상 케이블카,765,,,,,1,88000.0,,2614012400.0,0.0,0.0
f_f001430,2305270004,1,4,4,0,4,,부평 깡통시장,,,,,,3,5000.0,,2611012400.0,0.0,0.0
f_f001433,2306050003,1,0,0,1,6,5042594643.0,제일콩국,대구 중구 남산로6안길 47,대구 중구 남산동 2118-2,4223042.0,2711015600.0,2023-06-05 09:52,1,48000.0,찹쌀콩국;토스트;잔치국수;돈까스;콩국,,0.0,0.0
f_f001433,2306060002,6,0,0,1,6,6168108975.0,칠곡(서울)주유소,경북 칠곡군 왜관읍 경부고속도로 158,,1000001.0,4785025029.0,2023-06-06 10:33,1,50000.0,주유비,,0.0,0.0
f_f001438,2306080005,1,0,0,1,1,2220479750.0,고향의맛 칼국수,강원특별자치도 동해시 중앙시장길 12,강원특별자치도 동해시 발한동 7-1,4463185.0,5117011100.0,2023-06-08 10:45,1,9000.0,,,0.0,0.0
f_f001438,2306080008,1,0,0,1,1,2663000873.0,소복소복,강원특별자치도 동해시 평원5길 8-5,강원특별자치도 동해시 평릉동 486-6,4463243.0,5117010200.0,2023-06-08 14:57,1,12000.0,새우소바,,0.0,0.0
f_f001438,2306090002,1,0,0,1,1,2803200024.0,투썸플레이스,강원특별자치도 동해시 일출로 297,강원특별자치도 동해시 어달동 141-14,3221030.0,5117012700.0,2023-06-09 11:24,1,5800.0,키위바나나주스(L),,0.0,0.0
f_f001438,2306090003,1,0,0,1,1,4840202307.0,초당쫄면순두부,강원특별자치도 동해시 해안로 515-1,,3221042.0,5117011100.0,2023-06-09 13:07,1,8500.0,쫄면 순두부,,0.0,0.0
f_f001438,2306090005,1,0,0,1,1,1791401641.0,라운드어바웃,강원특별자치도 동해시 발한로 220,강원특별자치도 동해시 발한동 31-23,3221018.0,5117011100.0,2023-06-09 14:46,1,8100.0,브라운치즈 휘낭시에;흑임자크림커피,,0.0,0.0
f_f001438,2306090010,1,0,0,1,1,4810901050.0,다이버구이,강원특별자치도 동해시 일출로 91,강원특별자치도 동해시 묵호진동 2-288,3221030.0,5117012300.0,2023-06-09 20:40,1,14000.0,,,0.0,0.0
f_f001438,2306100007,1,0,0,1,1,5972900956.0,무코문어1936,강원특별자치도 동해시 일출로 23,강원특별자치도 동해시 발한동 3-5,3221030.0,5117011100.0,2023-06-10 18:32,1,15000.0,,,0.0,0.0
f_f001438,2306090006,2,0,0,1,1,4942601112.0,노매럴스튜디오,강원특별자치도 강릉시 중앙시장길 12,강원특별자치도 강릉시 성남동 61-8,4460912.0,5115010800.0,2023-06-09 16:07,1,26000.0,끼룩목공연필;조개자석(낱개);마테;엽서;미니무지노트,,0.0,0.0
f_f001438,2306100004,2,0,0,1,1,3911801818.0,키토리아.동해대게빵,강원특별자치도 동해시 논골길 2-2,강원특별자치도 동해시 묵호진동 15-69,4463044.0,5117012300.0,2023-06-10 09:49,1,13500.0,대게버거세트,,0.0,0.0
f_f001438,2306090008,3,0,0,1,1,,동해 도째비골 스카이밸리,,,,,2023-06-09 17:15,1,1000.0,입장권,,0.0,0.0
